--------- beginning of /dev/log/main
--------- beginning of /dev/log/system
08-20 20:35:55.200 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->myPosToSourcePos(I)I
08-20 20:35:55.200 D/M_InsDal( 2399): Lcom/notriddle/budget/CheckableLinearLayout;--->onCreateDrawableState(I)[I
08-20 20:35:55.200 D/M_InsDal( 2399): Lcom/notriddle/budget/CheckableLinearLayout;--->isChecked()Z
08-20 20:35:55.200 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->getItemId(I)J
08-20 20:35:55.200 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->myPosToSourcePos(I)I
08-20 20:35:55.210 D/M_InsDal( 2399): Lcom/notriddle/budget/SQLiteLoader;--->loadInBackground()Landroid/database/Cursor;
08-20 20:35:55.210 D/M_InsDal( 2399): Lcom/notriddle/budget/EnvelopesActivity$1;--->onPostExecute(Ljava/lang/Object;)V
08-20 20:35:55.210 D/M_InsDal( 2399): Lcom/notriddle/budget/EnvelopesActivity;--->onCreateOptionsMenu(Landroid/view/Menu;)Z
08-20 20:35:55.280 D/M_InsDal( 2399): Lcom/notriddle/budget/CheckableLinearLayout;--->onCreateDrawableState(I)[I
08-20 20:35:55.280 D/M_InsDal( 2399): Lcom/notriddle/budget/CheckableLinearLayout;--->isChecked()Z
08-20 20:35:55.280 D/M_InsDal( 2399): Lcom/notriddle/budget/CheckableLinearLayout;--->onCreateDrawableState(I)[I
08-20 20:35:55.280 D/M_InsDal( 2399): Lcom/notriddle/budget/CheckableLinearLayout;--->isChecked()Z
08-20 20:35:55.280 D/M_InsDal( 2399): Lcom/notriddle/budget/CheckableLinearLayout;--->onCreateDrawableState(I)[I
08-20 20:35:55.280 D/M_InsDal( 2399): Lcom/notriddle/budget/CheckableLinearLayout;--->isChecked()Z
08-20 20:35:55.290 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->getCount()I
08-20 20:35:55.310 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->getCount()I
08-20 20:35:55.310 D/M_InsDal( 2399): Lcom/notriddle/budget/EnvelopesActivity;--->loadEnvelopesData(Landroid/database/Cursor;)V
08-20 20:35:55.310 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->getDeletedId()J
08-20 20:35:55.310 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->getDeletedId()J
08-20 20:35:55.310 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->getDeletedId()J
08-20 20:35:55.310 D/M_InsDal( 2399): Lcom/notriddle/budget/EditMoney;--->toColoredMoney(Landroid/content/Context;J)Ljava/lang/CharSequence;
08-20 20:35:55.310 D/M_InsDal( 2399): Lcom/notriddle/budget/EditMoney;--->toMoneyBuilder(JLjava/lang/Appendable;)Ljava/lang/Appendable;
08-20 20:35:55.310 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter$1;--->onChanged()V
08-20 20:35:55.310 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->getCount()I
08-20 20:35:55.310 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->hasStableIds()Z
08-20 20:35:55.310 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->getCount()I
08-20 20:35:55.320 D/M_InsDal( 2399): Lcom/notriddle/budget/TACGridView;--->onMeasure(II)V
08-20 20:35:55.320 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->getCount()I
08-20 20:35:55.320 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->getView(ILandroid/view/View;Landroid/view/ViewGroup;)Landroid/view/View;
08-20 20:35:55.330 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteView;---><init>(Landroid/content/Context;)V
08-20 20:35:55.330 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteView;--->init(Landroid/content/Context;)V
08-20 20:35:55.330 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteView$1;---><init>(Lcom/notriddle/budget/DeleteView;)V
08-20 20:35:55.330 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteView$2;---><init>(Lcom/notriddle/budget/DeleteView;)V
08-20 20:35:55.330 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteView$3;---><init>(Lcom/notriddle/budget/DeleteView;)V
08-20 20:35:55.330 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteView;--->setSwipeBackgroundResource(I)V
08-20 20:35:55.330 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->getItemId(I)J
08-20 20:35:55.330 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->myPosToSourcePos(I)I
08-20 20:35:55.330 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->myPosToSourcePos(I)I
08-20 20:35:55.330 D/M_InsDal( 2399): Lcom/notriddle/budget/EnvelopesAdapter;--->newView(Landroid/content/Context;Landroid/database/Cursor;Landroid/view/ViewGroup;)Landroid/view/View;
08-20 20:35:55.330 D/M_InsDal( 2399): Lcom/notriddle/budget/CheckableLinearLayout;---><init>(Landroid/content/Context;Landroid/util/AttributeSet;)V
08-20 20:35:55.330 D/M_InsDal( 2399): Lcom/notriddle/budget/CheckableLinearLayout;--->onCreateDrawableState(I)[I
08-20 20:35:55.330 D/M_InsDal( 2399): Lcom/notriddle/budget/CheckableLinearLayout;--->isChecked()Z
08-20 20:35:55.350 D/M_InsDal( 2399): Lcom/notriddle/budget/EnvelopesAdapter$CardContents;---><init>(Landroid/view/View;)V
08-20 20:35:55.350 D/M_InsDal( 2399): Lcom/notriddle/budget/EnvelopesAdapter;--->fillCardContents(Landroid/content/Context;Lcom/notriddle/budget/EnvelopesAdapter$CardContents;Landroid/database/Cursor;)V
08-20 20:35:55.350 D/M_InsDal( 2399): Lcom/notriddle/budget/EditMoney;--->toColoredMoney(Landroid/content/Context;J)Ljava/lang/CharSequence;
08-20 20:35:55.350 D/M_InsDal( 2399): Lcom/notriddle/budget/EditMoney;--->toMoneyBuilder(JLjava/lang/Appendable;)Ljava/lang/Appendable;
08-20 20:35:55.350 D/M_InsDal( 2399): Lcom/notriddle/budget/EnvelopesAdapter;--->getColorStateDrawable(I)Landroid/graphics/drawable/Drawable;
08-20 20:35:55.350 D/M_InsDal( 2399): Lcom/notriddle/budget/EnvelopesAdapter;--->bindView(Landroid/view/View;Landroid/content/Context;Landroid/database/Cursor;)V
08-20 20:35:55.350 D/M_InsDal( 2399): Lcom/notriddle/budget/EnvelopesAdapter;--->fillCardContents(Landroid/content/Context;Lcom/notriddle/budget/EnvelopesAdapter$CardContents;Landroid/database/Cursor;)V
08-20 20:35:55.350 D/M_InsDal( 2399): Lcom/notriddle/budget/EditMoney;--->toColoredMoney(Landroid/content/Context;J)Ljava/lang/CharSequence;
08-20 20:35:55.350 D/M_InsDal( 2399): Lcom/notriddle/budget/EditMoney;--->toMoneyBuilder(JLjava/lang/Appendable;)Ljava/lang/Appendable;
08-20 20:35:55.350 D/M_InsDal( 2399): Lcom/notriddle/budget/EnvelopesAdapter;--->getColorStateDrawable(I)Landroid/graphics/drawable/Drawable;
08-20 20:35:55.350 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteView;--->setInnerView(Landroid/view/View;)V
08-20 20:35:55.350 D/M_InsDal( 2399): Lcom/notriddle/budget/CheckableLinearLayout;--->setChecked(Z)V
08-20 20:35:55.350 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteView;--->setOnDeleteListener(Lcom/notriddle/budget/DeleteView$OnDeleteListener;)V
08-20 20:35:55.350 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->getItemId(I)J
08-20 20:35:55.350 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->myPosToSourcePos(I)I
08-20 20:35:55.350 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->getItemViewType(I)I
08-20 20:35:55.350 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->myPosToSourcePos(I)I
08-20 20:35:55.350 D/M_InsDal( 2399): Lcom/notriddle/budget/TACGridView;--->onMeasure(II)V
08-20 20:35:55.360 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->getCount()I
08-20 20:35:55.360 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->getView(ILandroid/view/View;Landroid/view/ViewGroup;)Landroid/view/View;
08-20 20:35:55.360 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->myPosToSourcePos(I)I
08-20 20:35:55.360 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteView;--->getInnerView()Landroid/view/View;
08-20 20:35:55.360 D/M_InsDal( 2399): Lcom/notriddle/budget/EnvelopesAdapter;--->bindView(Landroid/view/View;Landroid/content/Context;Landroid/database/Cursor;)V
08-20 20:35:55.360 D/M_InsDal( 2399): Lcom/notriddle/budget/EnvelopesAdapter;--->fillCardContents(Landroid/content/Context;Lcom/notriddle/budget/EnvelopesAdapter$CardContents;Landroid/database/Cursor;)V
08-20 20:35:55.360 D/M_InsDal( 2399): Lcom/notriddle/budget/EditMoney;--->toColoredMoney(Landroid/content/Context;J)Ljava/lang/CharSequence;
08-20 20:35:55.360 D/M_InsDal( 2399): Lcom/notriddle/budget/EditMoney;--->toMoneyBuilder(JLjava/lang/Appendable;)Ljava/lang/Appendable;
08-20 20:35:55.360 D/M_InsDal( 2399): Lcom/notriddle/budget/EnvelopesAdapter;--->getColorStateDrawable(I)Landroid/graphics/drawable/Drawable;
08-20 20:35:55.360 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteView;--->setInnerView(Landroid/view/View;)V
08-20 20:35:55.360 D/M_InsDal( 2399): Lcom/notriddle/budget/CheckableLinearLayout;--->setChecked(Z)V
08-20 20:35:55.360 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->getItemId(I)J
08-20 20:35:55.360 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->myPosToSourcePos(I)I
08-20 20:35:55.360 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->getItemId(I)J
08-20 20:35:55.360 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->myPosToSourcePos(I)I
08-20 20:35:55.360 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->getItemViewType(I)I
08-20 20:35:55.360 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->myPosToSourcePos(I)I
08-20 20:35:55.360 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->getItemId(I)J
08-20 20:35:55.360 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->myPosToSourcePos(I)I
08-20 20:35:55.360 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->getItemId(I)J
08-20 20:35:55.360 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->myPosToSourcePos(I)I
08-20 20:35:55.370 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->getItemId(I)J
08-20 20:35:55.370 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->myPosToSourcePos(I)I
08-20 20:35:55.370 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->getView(ILandroid/view/View;Landroid/view/ViewGroup;)Landroid/view/View;
08-20 20:35:55.370 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->myPosToSourcePos(I)I
08-20 20:35:55.370 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteView;--->getInnerView()Landroid/view/View;
08-20 20:35:55.370 D/M_InsDal( 2399): Lcom/notriddle/budget/EnvelopesAdapter;--->bindView(Landroid/view/View;Landroid/content/Context;Landroid/database/Cursor;)V
08-20 20:35:55.370 D/M_InsDal( 2399): Lcom/notriddle/budget/EnvelopesAdapter;--->fillCardContents(Landroid/content/Context;Lcom/notriddle/budget/EnvelopesAdapter$CardContents;Landroid/database/Cursor;)V
08-20 20:35:55.370 D/M_InsDal( 2399): Lcom/notriddle/budget/EditMoney;--->toColoredMoney(Landroid/content/Context;J)Ljava/lang/CharSequence;
08-20 20:35:55.370 D/M_InsDal( 2399): Lcom/notriddle/budget/EditMoney;--->toMoneyBuilder(JLjava/lang/Appendable;)Ljava/lang/Appendable;
08-20 20:35:55.370 D/M_InsDal( 2399): Lcom/notriddle/budget/EnvelopesAdapter;--->getColorStateDrawable(I)Landroid/graphics/drawable/Drawable;
08-20 20:35:55.370 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteView;--->setInnerView(Landroid/view/View;)V
08-20 20:35:55.370 D/M_InsDal( 2399): Lcom/notriddle/budget/CheckableLinearLayout;--->onCreateDrawableState(I)[I
08-20 20:35:55.370 D/M_InsDal( 2399): Lcom/notriddle/budget/CheckableLinearLayout;--->isChecked()Z
08-20 20:35:55.370 D/M_InsDal( 2399): Lcom/notriddle/budget/CheckableLinearLayout;--->setChecked(Z)V
08-20 20:35:55.370 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->getItemId(I)J
08-20 20:35:55.370 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->myPosToSourcePos(I)I
08-20 20:35:55.370 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->getItemId(I)J
08-20 20:35:55.370 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->myPosToSourcePos(I)I
08-20 20:35:55.370 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->getItemViewType(I)I
08-20 20:35:55.370 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->myPosToSourcePos(I)I
08-20 20:35:55.380 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->getView(ILandroid/view/View;Landroid/view/ViewGroup;)Landroid/view/View;
08-20 20:35:55.380 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->myPosToSourcePos(I)I
08-20 20:35:55.380 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteView;--->getInnerView()Landroid/view/View;
08-20 20:35:55.380 D/M_InsDal( 2399): Lcom/notriddle/budget/EnvelopesAdapter;--->bindView(Landroid/view/View;Landroid/content/Context;Landroid/database/Cursor;)V
08-20 20:35:55.380 D/M_InsDal( 2399): Lcom/notriddle/budget/EnvelopesAdapter;--->fillCardContents(Landroid/content/Context;Lcom/notriddle/budget/EnvelopesAdapter$CardContents;Landroid/database/Cursor;)V
08-20 20:35:55.380 D/M_InsDal( 2399): Lcom/notriddle/budget/EditMoney;--->toColoredMoney(Landroid/content/Context;J)Ljava/lang/CharSequence;
08-20 20:35:55.380 D/M_InsDal( 2399): Lcom/notriddle/budget/EditMoney;--->toMoneyBuilder(JLjava/lang/Appendable;)Ljava/lang/Appendable;
08-20 20:35:55.380 D/M_InsDal( 2399): Lcom/notriddle/budget/EnvelopesAdapter;--->getColorStateDrawable(I)Landroid/graphics/drawable/Drawable;
08-20 20:35:55.380 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteView;--->setInnerView(Landroid/view/View;)V
08-20 20:35:55.380 D/M_InsDal( 2399): Lcom/notriddle/budget/CheckableLinearLayout;--->onCreateDrawableState(I)[I
08-20 20:35:55.380 D/M_InsDal( 2399): Lcom/notriddle/budget/CheckableLinearLayout;--->isChecked()Z
08-20 20:35:55.380 D/M_InsDal( 2399): Lcom/notriddle/budget/CheckableLinearLayout;--->setChecked(Z)V
08-20 20:35:55.380 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->getItemId(I)J
08-20 20:35:55.380 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->myPosToSourcePos(I)I
08-20 20:35:55.380 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->getItemId(I)J
08-20 20:35:55.380 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->myPosToSourcePos(I)I
08-20 20:35:55.380 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->getItemViewType(I)I
08-20 20:35:55.380 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->myPosToSourcePos(I)I
08-20 20:35:55.380 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->getView(ILandroid/view/View;Landroid/view/ViewGroup;)Landroid/view/View;
08-20 20:35:55.380 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->myPosToSourcePos(I)I
08-20 20:35:55.380 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteView;--->getInnerView()Landroid/view/View;
08-20 20:35:55.380 D/M_InsDal( 2399): Lcom/notriddle/budget/EnvelopesAdapter;--->bindView(Landroid/view/View;Landroid/content/Context;Landroid/database/Cursor;)V
08-20 20:35:55.380 D/M_InsDal( 2399): Lcom/notriddle/budget/EnvelopesAdapter;--->fillCardContents(Landroid/content/Context;Lcom/notriddle/budget/EnvelopesAdapter$CardContents;Landroid/database/Cursor;)V
08-20 20:35:55.380 D/M_InsDal( 2399): Lcom/notriddle/budget/EditMoney;--->toColoredMoney(Landroid/content/Context;J)Ljava/lang/CharSequence;
08-20 20:35:55.380 D/M_InsDal( 2399): Lcom/notriddle/budget/EditMoney;--->toMoneyBuilder(JLjava/lang/Appendable;)Ljava/lang/Appendable;
08-20 20:35:55.380 D/M_InsDal( 2399): Lcom/notriddle/budget/EnvelopesAdapter;--->getColorStateDrawable(I)Landroid/graphics/drawable/Drawable;
08-20 20:35:55.380 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteView;--->setInnerView(Landroid/view/View;)V
08-20 20:35:55.380 D/M_InsDal( 2399): Lcom/notriddle/budget/CheckableLinearLayout;--->onCreateDrawableState(I)[I
08-20 20:35:55.380 D/M_InsDal( 2399): Lcom/notriddle/budget/CheckableLinearLayout;--->isChecked()Z
08-20 20:35:55.390 D/M_InsDal( 2399): Lcom/notriddle/budget/CheckableLinearLayout;--->setChecked(Z)V
08-20 20:35:55.390 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->getItemId(I)J
08-20 20:35:55.390 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->myPosToSourcePos(I)I
08-20 20:35:55.390 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->getItemId(I)J
08-20 20:35:55.390 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->myPosToSourcePos(I)I
08-20 20:35:55.390 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->getItemViewType(I)I
08-20 20:35:55.390 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->myPosToSourcePos(I)I
08-20 20:35:55.390 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->getItemId(I)J
08-20 20:35:55.390 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->myPosToSourcePos(I)I
08-20 20:35:55.410 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->getCount()I
08-20 20:35:55.410 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->getCount()I
08-20 20:35:55.410 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->getCount()I
08-20 20:35:55.420 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->getCount()I
08-20 20:35:55.420 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->getCount()I
08-20 20:35:55.420 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->getCount()I
08-20 20:35:55.430 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->getCount()I
08-20 20:35:55.430 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->getCount()I
08-20 20:35:55.430 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->getCount()I
08-20 20:35:55.430 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->getCount()I
08-20 20:35:55.440 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->getCount()I
08-20 20:35:59.200 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->getItemViewType(I)I
08-20 20:35:59.200 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->myPosToSourcePos(I)I
08-20 20:35:59.200 D/M_InsDal( 2399): Lcom/notriddle/budget/CheckableLinearLayout;--->onCreateDrawableState(I)[I
08-20 20:35:59.200 D/M_InsDal( 2399): Lcom/notriddle/budget/CheckableLinearLayout;--->isChecked()Z
08-20 20:35:59.200 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->getCount()I
08-20 20:35:59.200 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->getCount()I
08-20 20:35:59.200 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->getCount()I
08-20 20:35:59.200 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->getCount()I
08-20 20:35:59.200 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->getItemViewType(I)I
08-20 20:35:59.200 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->myPosToSourcePos(I)I
08-20 20:35:59.200 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->getItemViewType(I)I
08-20 20:35:59.200 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->myPosToSourcePos(I)I
08-20 20:36:06.030 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteView;--->onTouchEvent(Landroid/view/MotionEvent;)Z
08-20 20:36:06.040 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteView;--->onTouchEvent(Landroid/view/MotionEvent;)Z
08-20 20:36:06.040 D/M_InsDal( 2399): Lcom/notriddle/budget/CheckableLinearLayout;--->onCreateDrawableState(I)[I
08-20 20:36:06.040 D/M_InsDal( 2399): Lcom/notriddle/budget/CheckableLinearLayout;--->isChecked()Z
08-20 20:36:06.050 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->getCount()I
08-20 20:36:06.070 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->onClick(Landroid/view/View;)V
08-20 20:36:06.070 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->getItemId(I)J
08-20 20:36:06.070 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->myPosToSourcePos(I)I
08-20 20:36:06.070 D/M_InsDal( 2399): Lcom/notriddle/budget/EnvelopesActivity;--->onItemClick(Landroid/widget/AdapterView;Landroid/view/View;IJ)V
08-20 20:36:06.070 D/M_InsDal( 2399): Lcom/notriddle/budget/EnvelopesActivity;--->openEnvelope(I)V
08-20 20:36:06.100 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteView;--->cancelPressed()V
08-20 20:36:06.120 D/M_InsDal( 2399): Lcom/notriddle/budget/EnvelopesActivity;--->onPause()V
08-20 20:36:06.120 D/M_InsDal( 2399): Lcom/notriddle/budget/DeleteAdapter;--->performDelete()Z
08-20 20:36:06.150 D/M_InsDal( 2399): Lcom/notriddle/budget/CheckableLinearLayout;--->onCreateDrawableState(I)[I
08-20 20:36:06.150 D/M_InsDal( 2399): Lcom/notriddle/budget/CheckableLinearLayout;--->isChecked()Z
08-20 20:36:06.160 D/M_InsDal( 2399): Lcom/notriddle/budget/CheckableLinearLayout;--->onCreateDrawableState(I)[I
08-20 20:36:06.160 D/M_InsDal( 2399): Lcom/notriddle/budget/CheckableLinearLayout;--->isChecked()Z
08-20 20:36:06.160 D/M_InsDal( 2399): Lcom/notriddle/budget/CheckableLinearLayout;--->onCreateDrawableState(I)[I
08-20 20:36:06.160 D/M_InsDal( 2399): Lcom/notriddle/budget/CheckableLinearLayout;--->isChecked()Z
08-20 20:36:06.160 D/M_InsDal( 2399): Lcom/notriddle/budget/CheckableLinearLayout;--->onCreateDrawableState(I)[I
08-20 20:36:06.160 D/M_InsDal( 2399): Lcom/notriddle/budget/CheckableLinearLayout;--->isChecked()Z
08-20 20:36:06.170 D/M_InsDal( 2399): Lcom/notriddle/budget/EnvelopeDetailsActivity;---><init>()V
08-20 20:36:06.170 D/M_InsDal( 2399): Lcom/notriddle/budget/LockedActivity;---><init>()V
08-20 20:36:06.170 D/M_InsDal( 2399): Lcom/notriddle/budget/LockedActivity;--->onCreate(Landroid/os/Bundle;)V
08-20 20:36:06.170 D/M_InsDal( 2399): Lcom/notriddle/budget/LockedActivity;--->check()V
08-20 20:36:06.170 D/M_InsDal( 2399): Lcom/notriddle/budget/PinActivity;--->ensureUnlocked(Landroid/app/Activity;)Z
